FID,owfid,country,lat,lon,p_name_4c,o_name_4c,capacity4c,yearmonth
2177,122178,China,"25° 14' 50.372"" N","119° 30' 27.634"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2020/12/1
2178,122179,China,"25° 14' 6.275"" N","119° 30' 30.832"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2018/8/1
2179,122180,China,"25° 15' 37.805"" N","119° 30' 32.990"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2020/2/1
2180,122181,China,"25° 14' 48.478"" N","119° 30' 44.981"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2020/8/1
2181,122182,China,"25° 14' 3.253"" N","119° 30' 45.755"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2021/7/1
2182,122183,China,"25° 14' 35.773"" N","119° 30' 49.090"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2016/7/1
2183,122184,China,"25° 15' 40.830"" N","119° 30' 49.282"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2021/5/1
2184,122185,China,"25° 15' 25.179"" N","119° 30' 56.960"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2020/6/1
2185,122186,China,"25° 14' 26.848"" N","119° 31' 0.437"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2018/1/1
2186,122187,China,"25° 15' 19.044"" N","119° 31' 9.191"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2019/8/1
2187,122188,China,"25° 14' 21.122"" N","119° 31' 12.358"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2019/3/1
2188,122189,China,"25° 13' 39.916"" N","119° 31' 15.218"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2018/7/1
2189,122190,China,"25° 15' 12.901"" N","119° 31' 21.506"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2020/4/1
2190,122191,China,"25° 13' 31.925"" N","119° 31' 28.578"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2018/5/1
2191,122192,China,"25° 14' 10.349"" N","119° 31' 33.594"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2020/2/1
2192,122193,China,"25° 13' 22.686"" N","119° 31' 36.140"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2018/6/1
2193,122194,China,"25° 15' 0.436"" N","119° 31' 45.581"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2019/12/1
2194,122195,China,"25° 13' 59.356"" N","119° 31' 47.240"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2017/10/1
2195,122196,China,"25° 13' 23.276"" N","119° 31' 51.394"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2017/8/1
2196,122197,China,"25° 14' 53.760"" N","119° 31' 57.520"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2018/1/1
2197,122198,China,"25° 14' 27.353"" N","119° 32' 1.923"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2018/10/1
2198,122199,China,"25° 13' 48.692"" N","119° 32' 2.107"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2021/6/1
2199,122200,China,"25° 13' 17.819"" N","119° 32' 4.291"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2018/11/1
2200,122201,China,"25° 13' 5.135"" N","119° 32' 14.991"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2016/3/1
2201,122202,China,"25° 14' 16.166"" N","119° 32' 15.432"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2018/6/1
2202,122203,China,"25° 13' 33.024"" N","119° 32' 20.176"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2019/10/1
2203,122204,China,"25° 12' 52.759"" N","119° 32' 21.065"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2018/10/1
2204,122205,China,"25° 12' 38.879"" N","119° 32' 25.306"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2017/2/1
2205,122206,China,"25° 12' 29.049"" N","119° 32' 28.012"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2020/10/1
2206,122207,China,"25° 14' 5.237"" N","119° 32' 28.906"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2018/11/1
2207,122208,China,"25° 12' 36.635"" N","119° 32' 30.600"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2018/10/1
2208,122209,China,"25° 13' 4.384"" N","119° 32' 41.620"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2021/6/1
2209,122210,China,"25° 13' 53.416"" N","119° 32' 43.690"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2018/4/1
2210,122211,China,"25° 12' 11.583"" N","119° 32' 50.219"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2021/7/1
2211,122212,China,"25° 12' 16.125"" N","119° 32' 53.151"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2021/6/1
2212,122213,China,"25° 13' 3.140"" N","119° 32' 56.832"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2019/6/1
2213,122214,China,"25° 13' 42.271"" N","119° 32' 57.583"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2020/4/1
2214,122215,China,"25° 13' 31.292"" N","119° 33' 11.507"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2019/6/1
2215,122216,China,"25° 12' 17.495"" N","119° 33' 17.445"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2017/4/1
2216,122217,China,"25° 12' 3.421"" N","119° 33' 19.940"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2021/6/1
2217,122218,China,"25° 12' 0.414"" N","119° 33' 22.683"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2017/6/1
2218,122219,China,"25° 11' 56.005"" N","119° 33' 24.636"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2019/4/1
2219,122220,China,"25° 13' 19.711"" N","119° 33' 25.318"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2019/6/1
2220,122221,China,"25° 11' 58.604"" N","119° 33' 29.328"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2018/2/1
2221,122222,China,"25° 12' 21.377"" N","119° 33' 30.954"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2021/4/1
2222,122223,China,"25° 12' 31.657"" N","119° 33' 33.936"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2019/9/1
2223,122224,China,"25° 12' 26.028"" N","119° 33' 35.925"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 1,China Longyuan Power Group Corporation Limited,204,2019/12/1
2224,122225,China,"25° 15' 26.556"" N","119° 34' 26.105"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2020/6/1
2225,122226,China,"25° 16' 28.755"" N","119° 33' 6.949"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2020/11/1
2226,122227,China,"25° 15' 32.332"" N","119° 33' 7.208"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/6/1
2227,122228,China,"25° 16' 16.302"" N","119° 33' 7.559"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2021/5/1
2228,122229,China,"25° 16' 3.219"" N","119° 33' 8.372"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2017/9/1
2229,122230,China,"25° 16' 43.295"" N","119° 33' 8.408"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2018/8/1
2230,122231,China,"25° 15' 50.722"" N","119° 33' 9.259"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2018/10/1
2231,122232,China,"25° 15' 37.081"" N","119° 33' 17.632"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/10/1
2232,122233,China,"25° 16' 43.160"" N","119° 33' 22.237"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/4/1
2233,122234,China,"25° 15' 28.144"" N","119° 33' 28.323"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/6/1
2234,122235,China,"25° 15' 18.025"" N","119° 33' 35.423"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2018/11/1
2235,122236,China,"25° 16' 43.147"" N","119° 33' 36.170"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2017/12/1
2236,122237,China,"25° 16' 14.465"" N","119° 33' 37.549"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2021/2/1
2237,122238,China,"25° 16' 1.604"" N","119° 33' 40.398"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2018/6/1
2238,122239,China,"25° 15' 6.167"" N","119° 33' 42.769"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2021/5/1
2239,122240,China,"25° 16' 35.198"" N","119° 33' 45.842"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2020/2/1
2240,122241,China,"25° 14' 56.261"" N","119° 33' 51.132"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2021/7/1
2241,122242,China,"25° 15' 25.576"" N","119° 33' 56.881"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/10/1
2242,122243,China,"25° 15' 50.671"" N","119° 33' 58.485"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2017/9/1
2243,122244,China,"25° 16' 31.065"" N","119° 33' 58.814"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2017/12/1
2244,122245,China,"25° 14' 47.367"" N","119° 34' 1.028"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2020/10/1
2245,122246,China,"25° 15' 58.826"" N","119° 34' 2.420"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2021/6/1
2246,122247,China,"25° 16' 7.093"" N","119° 34' 6.760"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2018/8/1
2247,122248,China,"25° 16' 0.299"" N","119° 34' 7.414"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/1/1
2248,122249,China,"25° 14' 36.376"" N","119° 34' 7.735"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/3/1
2249,122250,China,"25° 16' 2.758"" N","119° 34' 7.871"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/3/1
2250,122251,China,"25° 16' 30.390"" N","119° 34' 13.940"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/8/1
2251,122252,China,"25° 14' 25.490"" N","119° 34' 16.276"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2018/8/1
2252,122253,China,"25° 15' 58.599"" N","119° 34' 16.637"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2020/6/1
2253,122254,China,"25° 14' 13.707"" N","119° 34' 25.462"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2021/4/1
2254,122255,China,"25° 15' 29.417"" N","119° 34' 26.499"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/12/1
2255,122256,China,"25° 16' 28.758"" N","119° 34' 29.723"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2021/4/1
2256,122257,China,"25° 14' 5.105"" N","119° 34' 33.282"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2021/6/1
2257,122258,China,"25° 16' 24.095"" N","119° 34' 39.275"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/6/1
2258,122259,China,"25° 13' 55.026"" N","119° 34' 41.315"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/6/1
2259,122260,China,"25° 16' 17.791"" N","119° 34' 44.121"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2015/11/1
2260,122261,China,"25° 16' 18.663"" N","119° 34' 47.126"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2018/6/1
2261,122262,China,"25° 15' 27.983"" N","119° 34' 55.196"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2016/4/1
2262,122263,China,"25° 16' 4.547"" N","119° 34' 55.953"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2021/1/1
2263,122264,China,"25° 13' 58.291"" N","119° 34' 58.065"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2018/8/1
2264,122265,China,"25° 15' 32.355"" N","119° 35' 0.764"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2020/6/1
2265,122266,China,"25° 15' 21.151"" N","119° 35' 7.600"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2020/9/1
2266,122267,China,"25° 14' 3.386"" N","119° 35' 10.680"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2020/9/1
2267,122268,China,"25° 15' 31.397"" N","119° 35' 12.684"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/6/1
2268,122269,China,"25° 14' 26.492"" N","119° 35' 15.271"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2021/7/1
2269,122270,China,"25° 15' 15.032"" N","119° 35' 19.383"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2020/7/1
2270,122271,China,"25° 16' 2.338"" N","119° 35' 25.313"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2018/7/1
2271,122272,China,"25° 15' 7.145"" N","119° 35' 30.714"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2018/8/1
2272,122273,China,"25° 15' 56.226"" N","119° 35' 38.102"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/4/1
2273,122274,China,"25° 15' 17.500"" N","119° 35' 45.615"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/8/1
2274,122275,China,"25° 15' 18.247"" N","119° 35' 48.472"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2020/2/1
2275,122276,China,"25° 15' 49.378"" N","119° 35' 49.629"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2019/12/1
2276,122277,China,"25° 15' 44.676"" N","119° 36' 2.532"" E",Longyuan Putian Nanri Island I - 400MW Project - phase 2,China Longyuan Power Group Corporation Limited,180,2021/1/1
2277,122278,China,"25° 17' 49.773"" N","119° 22' 3.993"" E",Shicheng Fishing Port,"Fujian Fu Neng Energy Co., Ltd",200,2019/5/1
2278,122279,China,"25° 18' 52.677"" N","119° 20' 19.471"" E",Shicheng Fishing Port,"Fujian Fu Neng Energy Co., Ltd",200,2017/4/1
2279,122280,China,"25° 18' 56.659"" N","119° 20' 21.412"" E",Shicheng Fishing Port,"Fujian Fu Neng Energy Co., Ltd",200,2021/4/1
2280,122281,China,"25° 18' 51.041"" N","119° 20' 21.445"" E",Shicheng Fishing Port,"Fujian Fu Neng Energy Co., Ltd",200,2019/4/1
2281,122282,China,"25° 19' 5.520"" N","119° 20' 21.939"" E",Shicheng Fishing Port,"Fujian Fu Neng Energy Co., Ltd",200,2021/4/1
2282,122283,China,"25° 19' 11.745"" N","119° 20' 22.799"" E",Shicheng Fishing Port,"Fujian Fu Neng Energy Co., Ltd",200,2020/8/1
2283,122284,China,"25° 18' 54.402"" N","119° 20' 24.315"" E",Shicheng Fishing Port,"Fujian Fu Neng Energy Co., Ltd",200,2020/12/1
2284,122285,China,"25° 17' 56.508"" N","119° 21' 3.106"" E",Shicheng Fishing Port,"Fujian Fu Neng Energy Co., Ltd",200,2016/4/1
2285,122286,China,"25° 19' 9.981"" N","119° 21' 10.403"" E",Shicheng Fishing Port,"Fujian Fu Neng Energy Co., Ltd",200,2021/3/1
2286,122287,China,"25° 17' 45.529"" N","119° 21' 17.281"" E",Shicheng Fishing Port,"Fujian Fu Neng Energy Co., Ltd",200,2017/10/1
2287,122288,China,"25° 19' 1.794"" N","119° 21' 21.625"" E",Shicheng Fishing Port,"Fujian Fu Neng Energy Co., Ltd",200,2021/4/1
2288,122289,China,"25° 17' 36.942"" N","119° 21' 28.337"" E",Shicheng Fishing Port,"Fujian Fu Neng Energy Co., Ltd",200,2020/2/1
2289,122290,China,"25° 18' 51.478"" N","119° 21' 31.610"" E",Shicheng Fishing Port,"Fujian Fu Neng Energy Co., Ltd",200,2019/6/1
2290,122291,China,"25° 17' 29.380"" N","119° 21' 39.923"" E",Shicheng Fishing Port,"Fujian Fu Neng Energy Co., Ltd",200,2020/8/1
2291,122292,China,"25° 18' 45.725"" N","119° 21' 44.271"" E",Shicheng Fishing Port,"Fujian Fu Neng Energy Co., Ltd",200,2021/7/1
